Unnamed: 0,Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,Location,latitude,longitude,marijuana_related
1045038,4339829,2015-05-28,1730.0,16,Foothill,1675,38,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,10900    RANDALL                      ST,,"['34.2393', '-118.3684']",34.2393,-118.3684,possession marijuana for sale
1045150,4339799,2015-05-28,1900.0,16,Foothill,1665,57,F,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,SHELDON,WENTWORTH,"['34.2465', '-118.3839']",34.2465,-118.3839,possession marijuana for sale
1045152,4339611,2015-05-28,1815.0,18,Southeast,1846,19,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1500 E  115TH                        ST,,"['33.9303', '-118.2487']",33.9303,-118.2487,possession marijuana for sale
1045186,4339600,2015-05-28,1815.0,18,Southeast,1846,27,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1500 E  114TH                        ST,,"['33.9311', '-118.2479']",33.9311,-118.2479,possession marijuana for sale
1045388,4341813,2015-05-31,555.0,14,Pacific,1454,36,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,MINDANAO,MARINA                       FY,"['33.9838', '-118.4378']",33.9838,-118.4378,possession marijuana for sale
1045392,4339663,2015-05-28,1900.0,8,West LA,886,52,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,9700    CATTARAUGUS                  AV,,"['34.0373', '-118.398']",34.0373,-118.398,possession marijuana for sale
1045457,4339810,2015-05-28,1650.0,16,Foothill,1675,21,F,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,10900    RANDALL                      ST,,"['34.2393', '-118.3684']",34.2393,-118.3684,possession marijuana for sale
1045598,4339692,2015-05-28,1730.0,16,Foothill,1675,29,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,10900    RANDALL                      ST,,"['34.2393', '-118.3684']",34.2393,-118.3684,possession marijuana for sale
1045848,4338683,2015-05-27,1745.0,18,Southeast,1826,22,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,9500    MAIE                         AV,,"['33.9507', '-118.2445']",33.9507,-118.2445,transport/sell/furnish/etc marijuana
1046105,4346717,2015-06-04,1140.0,14,Pacific,1494,34,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,300    WORLD WAY,,"['33.944', '-118.4073']",33.944,-118.4073,possession marijuana for sale
1046203,4346159,2015-06-03,1715.0,8,West LA,893,35,F,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,2600    WESTWOOD                     BL,,"['34.0365', '-118.4256']",34.0365,-118.4256,possession marijuana for sale
1046313,4345396,2015-06-03,50.0,18,Southeast,1821,32,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,500 W  94TH                         ST,,"['33.951', '-118.2827']",33.951,-118.2827,possession marijuana for sale
1046357,4346900,2015-06-04,1620.0,21,Topanga,2137,21,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,21000    SHERMAN                      WY,,"['34.2047', '-118.5879']",34.2047,-118.5879,transport/sell/furnish/etc marijuana
1046460,4346888,2015-06-04,1550.0,6,Hollywood,659,40,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,SUNSET,HOBART,"['34.0981', '-118.3056']",34.0981,-118.3056,transport/sell/furnish/etc marijuana
1046492,4346166,2015-06-03,1715.0,8,West LA,893,34,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,2600    WESTWOOD                     BL,,"['34.0365', '-118.4256']",34.0365,-118.4256,possession marijuana for sale
1046661,4346177,2015-06-03,1645.0,14,Pacific,1431,31,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,OCEAN FRONT                  WK,WINDWARD,"['33.9869', '-118.4736']",33.9869,-118.4736,transport/sell/furnish/etc marijuana
1046711,4345321,2015-06-02,2000.0,10,West Valley,1063,31,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,18700    VENTURA                      BL,,"['34.1707', '-118.5408']",34.1707,-118.5408,transport/sell/furnish/etc marijuana
1046844,4348030,2015-06-05,1845.0,7,Wilshire,783,29,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,WASHINGTON,THURMAN,"['34.0357', '-118.3671']",34.0357,-118.3671,possession marijuana for sale
1046928,4348177,2015-06-05,2250.0,16,Foothill,1621,25,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,LAUREL CANYON                BL,MERCER,"['34.2602', '-118.4336']",34.2602,-118.4336,possession marijuana for sale
1046959,4346437,2015-06-04,630.0,12,77th Street,1273,21,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1400 W  89TH                         ST,,"['33.9567', '-118.3003']",33.9567,-118.3003,possession marijuana for sale
1047314,4346163,2015-06-03,1645.0,14,Pacific,1431,18,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,WINDWARD,PACIFIC,"['33.9874', '-118.472']",33.9874,-118.472,transport/sell/furnish/etc marijuana
1047358,4353728,2015-06-11,1345.0,8,West LA,889,16,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,2000 S  CORNING                      ST,,"['34.041', '-118.3802']",34.041,-118.3802,possession marijuana for sale
1047454,4353917,2015-06-11,1530.0,4,Hollenbeck,487,26,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,2800    GARNET                       ST,,"['34.0276', '-118.2127']",34.0276,-118.2127,possession marijuana for sale
1047484,4354040,2015-06-11,2150.0,13,Newton,1373,37,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,CENTRAL                      AV,56TH                         ST,"['33.9921', '-118.2564']",33.9921,-118.2564,possession marijuana for sale
1047585,4354286,2015-06-12,315.0,6,Hollywood,665,21,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,SANTA MONICA                 BL,HIGHLAND,"['34.0907', '-118.3386']",34.0907,-118.3386,possession marijuana for sale
1047766,4350293,2015-06-08,1540.0,6,Hollywood,648,32,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,5300    SUNSET                       BL,,"['34.1', '-118.3113']",34.1,-118.3113,possession marijuana for sale
1047918,4353560,2015-06-11,1000.0,13,Newton,1307,47,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,AGATHA                       ST,CROCKER                      ST,"['34.0389', '-118.2472']",34.0389,-118.2472,possession marijuana for sale
1047984,4352023,2015-06-10,1740.0,13,Newton,1375,18,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,5800 S  CENTRAL                      AV,,"['33.9902', '-118.2564']",33.9902,-118.2564,possession marijuana for sale
1048021,4349678,2015-06-08,13.0,10,West Valley,1067,20,M,O,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,TAMPA,VENTURA                      FY,"['34.166', '-118.5095']",34.166,-118.5095,transport/sell/furnish/etc marijuana
1048133,4351973,2015-06-10,1705.0,8,West LA,851,45,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,12200    SANTA MONICA                 BL,,"['34.0401', '-118.4644']",34.0401,-118.4644,transport/sell/furnish/etc marijuana
1048201,4354518,2015-06-12,1030.0,16,Foothill,1645,33,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,10600    EMPIRE                       DR,,"['34.2625', '-118.4051']",34.2625,-118.4051,possession marijuana for sale
1048307,4352232,2015-06-10,2215.0,2,Rampart,236,24,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,3RD                          ST,BONNIE BRAE                  ST,"['34.0625', '-118.2714']",34.0625,-118.2714,possess 28.5 grams or less of marijuana
1048530,4354987,2015-06-12,2000.0,4,Hollenbeck,456,19,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,800 N  MOTT,,"['34.0498', '-118.2011']",34.0498,-118.2011,transport/sell/furnish/etc marijuana
1048584,4349699,2015-06-08,11.0,10,West Valley,1067,23,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,TAMPA,VENTURA                      FY,"['34.166', '-118.5095']",34.166,-118.5095,possession marijuana for sale
1048703,4350272,2015-06-08,1540.0,6,Hollywood,648,23,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,5300    SUNSET                       BL,,"['34.1', '-118.3113']",34.1,-118.3113,possession marijuana for sale
1048804,4356272,2015-06-14,1640.0,8,West LA,853,23,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,1600    BELOIT                       AV,,"['34.0477', '-118.448']",34.0477,-118.448,transport/sell/furnish/etc marijuana
1048906,4357945,2015-06-16,1655.0,14,Pacific,1412,23,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,OCEAN FRONT                  WK,BREEZE                       AV,"['33.9901', '-118.4764']",33.9901,-118.4764,transport/sell/furnish/etc marijuana
1048912,4357938,2015-06-16,1525.0,14,Pacific,1431,56,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,18TH STREET,OCEAN FRONT WALK,"['33.986', '-118.4724']",33.986,-118.4724,transport/sell/furnish/etc marijuana
1048950,4360946,2015-06-18,1745.0,6,Hollywood,646,22,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,6300    HOLLYWOOD                    BL,,"['34.1016', '-118.3267']",34.1016,-118.3267,transport/sell/furnish/etc marijuana
1049076,4356311,2015-06-14,1910.0,13,Newton,1364,18,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,5000 S  AVALON                       BL,,"['33.9994', '-118.2543']",33.9994,-118.2543,possession marijuana for sale
1049077,4361123,2015-06-18,1820.0,18,Southeast,1836,33,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,1400 E  110TH                        ST,,"['33.9358', '-118.25']",33.9358,-118.25,transport/sell/furnish/etc marijuana
1049135,4360810,2015-06-18,1000.0,19,Mission,1952,28,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,15500    DEVONSHIRE                   ST,,"['34.2573', '-118.4696']",34.2573,-118.4696,transport/sell/furnish/etc marijuana
1049171,4357011,2015-06-15,1715.0,8,West LA,853,37,M,O,16.0,Narcotic Drug Laws,F,A11360(A)HS,attempt - sell/furnish/etc marijuana,MASSACHUSETTS,BELOIT,"['34.0471', '-118.449']",34.0471,-118.449,attempt - sell/furnish/etc marijuana
1049193,4357025,2015-06-15,1715.0,8,West LA,853,34,M,O,16.0,Narcotic Drug Laws,F,A11360(A)HS,attempt - sell/furnish/etc marijuana,1600    BELOIT                       AV,,"['34.0477', '-118.448']",34.0477,-118.448,attempt - sell/furnish/etc marijuana
1049303,4357174,2015-06-15,2335.0,6,Hollywood,638,33,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,HOLLYWOOD,101 FREEWAY,"['34.1038', '-118.3151']",34.1038,-118.3151,transport/sell/furnish/etc marijuana
1049415,4355539,2015-06-13,1710.0,9,Van Nuys,989,37,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4400    WOODMAN                      AV,,"['34.1504', '-118.4312']",34.1504,-118.4312,transport/sell/furnish/etc marijuana
1049433,4357348,2015-06-16,615.0,12,77th Street,1249,31,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,300 W  68TH                         ST,,"['33.9782', '-118.282']",33.9782,-118.282,possession marijuana for sale
1049507,4357909,2015-06-16,1800.0,18,Southeast,1846,29,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,ZAMORA,112TH,"['33.931', '-118.251']",33.931,-118.251,transport/sell/furnish/etc marijuana
1049587,4357438,2015-06-16,900.0,11,Northeast,1124,13,F,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,3300    SAN FERNANDO                 RD,,"['34.1178', '-118.2488']",34.1178,-118.2488,transport/sell/furnish/etc marijuana
1049597,4357895,2015-06-16,1930.0,3,Southwest,392,18,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,48TH                         ST,2ND                          AV,"['34.0001', '-118.3192']",34.0001,-118.3192,transport/sell/furnish/etc marijuana
1049635,4361133,2015-06-18,1820.0,18,Southeast,1836,22,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,1400 E  110TH                        ST,,"['33.9358', '-118.25']",33.9358,-118.25,transport/sell/furnish/etc marijuana
1049737,4357865,2015-06-16,1525.0,14,Pacific,1431,46,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,OCEAN FRONTWAYAY,187TH                        ST,"['33.988', '-118.4703']",33.988,-118.4703,transport/sell/furnish/etc marijuana
1049765,4360703,2015-06-18,830.0,10,West Valley,1097,43,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,3800    BALLINA CANYON               RD,,"['34.1398', '-118.4913']",34.1398,-118.4913,transport/sell/furnish/etc marijuana
1049923,4357959,2015-06-16,1655.0,14,Pacific,1431,34,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,OCEAN FRONT                  WK,BREEZE                       AV,"['33.988', '-118.4703']",33.988,-118.4703,transport/sell/furnish/etc marijuana
1049991,4361878,2015-06-19,1720.0,13,Newton,1367,58,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,45TH                         ST,STAUNTON,"['34.0028', '-118.242']",34.0028,-118.242,transport/sell/furnish/etc marijuana
1050042,4360342,2015-06-18,214.0,5,Harbor,522,34,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,ANAHEIM                      ST,RONAN                        AV,"['33.7795', '-118.2723']",33.7795,-118.2723,possession marijuana for sale
1050051,4357884,2015-06-16,1810.0,14,Pacific,1453,31,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,WASHINGTON,LINCOLN,"['33.9906', '-118.4391']",33.9906,-118.4391,transport/sell/furnish/etc marijuana
1050068,4361194,2015-06-18,2210.0,1,Central,155,25,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,5TH,MAIN,"['34.0448', '-118.2474']",34.0448,-118.2474,transport/sell/furnish/etc marijuana
1050118,4357014,2015-06-15,1730.0,1,Central,155,56,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,5TH,WALL                         ST,"['34.0449', '-118.2458']",34.0449,-118.2458,transport/sell/furnish/etc marijuana
1050169,4366877,2015-06-25,1815.0,3,Southwest,397,31,F,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,43RD,VERMONT,"['34.0055', '-118.2915']",34.0055,-118.2915,transport/sell/furnish/etc marijuana
1050414,4362562,2015-06-20,1430.0,10,West Valley,1029,21,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,WOODLEY,VOSE,"['34.1985', '-118.4837']",34.1985,-118.4837,possession marijuana for sale
1050480,4365801,2015-06-24,1630.0,13,Newton,1309,27,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,2400 E  HUNTER                       ST,,"['34.0276', '-118.2299']",34.0276,-118.2299,possession marijuana for sale
1050589,4366866,2015-06-25,1505.0,20,Olympic,2069,26,F,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,2200 W  PICO                         BL,,"['34.0499', '-118.2879']",34.0499,-118.2879,transport/sell/furnish/etc marijuana
1050732,4363584,2015-06-21,2255.0,11,Northeast,1172,20,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,SUNSET,WESTERN,"['34.0882', '-118.2646']",34.0882,-118.2646,transport/sell/furnish/etc marijuana
1050821,4365799,2015-06-24,1700.0,13,Newton,1309,27,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,2400 E  HUNTER                       ST,,"['34.0276', '-118.2299']",34.0276,-118.2299,possession marijuana for sale
1050901,4366883,2015-06-25,1530.0,20,Olympic,2069,22,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,2200 W  PICO BLVD,,"['34.0499', '-118.2879']",34.0499,-118.2879,transport/sell/furnish/etc marijuana
1050919,4364707,2015-06-23,1135.0,14,Pacific,1485,43,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,8900 S  SEPULVEDA,,"['33.9579', '-118.402']",33.9579,-118.402,possession marijuana for sale
1050981,4366905,2015-06-25,1530.0,20,Olympic,2069,26,F,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,ARAPAHOE,PICO,"['34.0473', '-118.2853']",34.0473,-118.2853,transport/sell/furnish/etc marijuana
1051172,4366875,2015-06-25,1815.0,3,Southwest,397,37,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,43RD                         PL,VERMONT                      AV,"['34.0055', '-118.2915']",34.0055,-118.2915,possession marijuana for sale
1051178,4362904,2015-06-20,2240.0,1,Central,154,46,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,500 S  SPRING                       ST,,"['34.0474', '-118.2496']",34.0474,-118.2496,transport/sell/furnish/etc marijuana
1051286,4363547,2015-06-21,2230.0,18,Southeast,1824,31,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,102ND                        ST,MCKINLEY,"['33.9441', '-118.2608']",33.9441,-118.2608,possession marijuana for sale
1051366,4364816,2015-06-23,1430.0,1,Central,156,35,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,SAN JULIAN                   ST,6TH                          ST,"['34.0428', '-118.2461']",34.0428,-118.2461,transport/sell/furnish/etc marijuana
1051503,4364781,2015-06-23,1400.0,15,N Hollywood,1544,20,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,4800    LAUREL CANYON                BL,,"['34.1613', '-118.4008']",34.1613,-118.4008,possession marijuana for sale
1051692,4371315,2015-06-29,2135.0,10,West Valley,1063,29,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,RESEDA                       BL,BURBANK                      BL,"['34.1724', '-118.536']",34.1724,-118.536,transport/sell/furnish/etc marijuana
1051815,4367746,2015-06-26,1440.0,9,Van Nuys,932,52,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,6300    SEPULVEDA                    BL,,"['34.1849', '-118.4662']",34.1849,-118.4662,possession marijuana for sale
1052042,4372910,2015-07-01,1845.0,6,Hollywood,636,24,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,HOLLYWOOD,WILCOX,"['34.1016', '-118.331']",34.1016,-118.331,transport/sell/furnish/etc marijuana
1052278,4373033,2015-07-01,1400.0,15,N Hollywood,1535,50,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,5600    LANKERSHIM                   BL,,"['34.1722', '-118.379']",34.1722,-118.379,possession marijuana for sale
1052311,4372988,2015-07-01,1910.0,13,Newton,1323,28,M,H,16.0,Narcotic Drug Laws,M,11357(C)HS,poss of more than 28.5 grams of marijuana,700 E  ADAMS                        ST,,"['34.0216', '-118.2613']",34.0216,-118.2613,poss of more than 28.5 grams of marijuana
1052401,4369619,2015-06-29,130.0,5,Harbor,563,20,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,13TH                         ST,GRAND                        AV,"['33.7324', '-118.2902']",33.7324,-118.2902,possession marijuana for sale
1052447,4371318,2015-06-29,2230.0,17,Devonshire,1745,21,M,H,16.0,Narcotic Drug Laws,I,11357(B)HS,possess 28.5 grams or less of marijuana,GENESTA                      AV,CHATSWORTH                   ST,"['34.2648', '-118.5045']",34.2648,-118.5045,possess 28.5 grams or less of marijuana
1052468,4368033,2015-06-26,2200.0,13,Newton,1372,33,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,55TH,TOWNE,"['33.9925', '-118.2674']",33.9925,-118.2674,possession marijuana for sale
1052510,4368462,2015-06-27,1325.0,18,Southeast,1841,46,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,IMPERIAL,VERMONT,"['33.931', '-118.2916']",33.931,-118.2916,transport/sell/furnish/etc marijuana
1052878,4372851,2015-07-01,1655.0,6,Hollywood,645,15,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,HOLLYWOOD,HIGHLAND,"['34.1016', '-118.3387']",34.1016,-118.3387,transport/sell/furnish/etc marijuana
1053110,4373863,2015-07-02,1710.0,9,Van Nuys,985,28,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,14400    VENTURA                      BL,,"['34.1505', '-118.4458']",34.1505,-118.4458,possession marijuana for sale
1053340,4374373,2015-07-03,825.0,14,Pacific,1494,27,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,300    WORLD                        WY,,"['33.944', '-118.4073']",33.944,-118.4073,transport/sell/furnish/etc marijuana
1053417,4378544,2015-07-06,1530.0,9,Van Nuys,935,33,M,W,16.0,Narcotic Drug Laws,F,11358HS,unlawfully plant/cultivate/etc marijuana,6200    SYLMAR                       AV,,"['34.1827', '-118.4465']",34.1827,-118.4465,unlawfully plant/cultivate/etc marijuana
1053427,4378662,2015-07-06,1645.0,16,Foothill,1698,57,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,10600    ARMINTA                      ST,,"['34.2139', '-118.3632']",34.2139,-118.3632,possession marijuana for sale
1053504,4378095,2015-07-06,50.0,15,N Hollywood,1514,33,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,VANOWEN                      ST,LAUREL CANYON                BL,"['34.194', '-118.3965']",34.194,-118.3965,possession marijuana for sale
1053619,4378559,2015-07-06,1400.0,3,Southwest,343,35,F,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,3600 S  LA BREA                      AV,,"['34.0199', '-118.3608']",34.0199,-118.3608,possession marijuana for sale
1053633,4375578,2015-07-04,2030.0,12,77th Street,1245,30,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,6400 S  VERMONT,,"['33.9751', '-118.2918']",33.9751,-118.2918,possession marijuana for sale
1053783,4374000,2015-07-02,1840.0,2,Rampart,231,22,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,3200    BEVERLY                      BL,,"['34.0723', '-118.2831']",34.0723,-118.2831,possession marijuana for sale
1053864,4377839,2015-07-05,1705.0,7,Wilshire,724,19,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,3RD,GROVE,"['34.0735', '-118.3571']",34.0735,-118.3571,transport/sell/furnish/etc marijuana
1053888,4377851,2015-07-05,1825.0,4,Hollenbeck,489,41,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,GLENN,DACOTAH,"['34.0222', '-118.2115']",34.0222,-118.2115,possession marijuana for sale
1053899,4374058,2015-07-02,2245.0,12,77th Street,1266,31,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,HOOVER,81ST,"['33.9643', '-118.2871']",33.9643,-118.2871,possession marijuana for sale
1054099,4378966,2015-07-07,700.0,13,Newton,1354,21,F,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4000    WOODLAWN                     AV,,"['34.0112', '-118.2728']",34.0112,-118.2728,transport/sell/furnish/etc marijuana
1054204,4377890,2015-07-05,1800.0,6,Hollywood,645,23,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,HOLLYWOOD,HIGHLAND,"['34.1016', '-118.3387']",34.1016,-118.3387,transport/sell/furnish/etc marijuana
1054248,4373994,2015-07-02,1615.0,4,Hollenbeck,408,25,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,RANDOLPH,EDISON,"['34.0887', '-118.1809']",34.0887,-118.1809,possession marijuana for sale
1054366,4374166,2015-07-03,10.0,6,Hollywood,646,24,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1600 N  LAS PALMAS                   AV,,"['34.0997', '-118.3361']",34.0997,-118.3361,possession marijuana for sale
1054371,4377250,2015-07-04,2100.0,14,Pacific,1431,18,M,B,16.0,Narcotic Drug Laws,M,11357(E)HS,minor poss 28.5+ grams marijuana/school,WINWARD,PARK ROW,"['33.988', '-118.4703']",33.988,-118.4703,minor poss 28.5+ grams marijuana/school
1054506,4381344,2015-07-09,1900.0,16,Foothill,1681,40,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,8400    LAUREL CANYON                BL,,"['34.2233', '-118.3964']",34.2233,-118.3964,transport/sell/furnish/etc marijuana
1054746,4382179,2015-07-10,1800.0,14,Pacific,1414,29,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,ROSE,LINCOLN,"['34.0011', '-118.4673']",34.0011,-118.4673,transport/sell/furnish/etc marijuana
1054830,4381651,2016-02-25,1655.0,14,Pacific,1407,24,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,OCEAN FRONT                  WK,17TH                         AV,"['34.0252', '-118.4041']",34.0252,-118.4041,transport/sell/furnish/etc marijuana
1054907,4380533,2015-07-08,2315.0,1,Central,159,60,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,ALAMEDA,7TH                          ST,"['34.035', '-118.2386']",34.035,-118.2386,transport/sell/furnish/etc marijuana
1054953,4383726,2015-07-12,2210.0,6,Hollywood,636,15,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,WHITLEY,HOLLYWOOD,"['34.1016', '-118.3333']",34.1016,-118.3333,possession marijuana for sale
1055105,4379564,2015-07-07,1955.0,10,West Valley,1049,30,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,WOODLEY                      AV,VICTORY                      BL,"['34.1867', '-118.4836']",34.1867,-118.4836,possession marijuana for sale
1055465,4383807,2015-07-12,1635.0,8,West LA,884,38,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,10700 W  PICO                         BL,,"['34.0419', '-118.4247']",34.0419,-118.4247,transport/sell/furnish/etc marijuana
1055840,4386181,2015-07-15,1345.0,14,Pacific,1412,23,M,O,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,ROSE,OCEAN FRONT                  WK,"['33.9949', '-118.4801']",33.9949,-118.4801,transport/sell/furnish/etc marijuana
